1646267319079,1850,detection,car,0.923155
1646267319093,1850,obstacle,[0 car],[338.0000 294.5000 0.7612]
1646267319112,1850,e2e_runtime,275.6529
1646267319226,1900,sensor_send_runtime,37.9677
1646267319467,1900,detection,car,0.923264
1646267319479,1900,obstacle,[0 car],[337.5000 294.2500 0.7612]
1646267319498,1900,e2e_runtime,310.8451
1646267319617,1950,sensor_send_runtime,59.1629
1646267319817,1950,detection,car,0.923009
1646267319831,1950,obstacle,[0 car],[338.7500 294.5000 0.7622]
1646267319860,1950,e2e_runtime,302.4328
1646267319979,2000,sensor_send_runtime,53.1223
1646267320182,2000,detection,car,0.923457
1646267320196,2000,obstacle,[0 car],[337.5000 294.2500 0.7622]
1646267320212,2000,e2e_runtime,286.3507
1646267320333,2050,sensor_send_runtime,57.6913
1646267320577,2050,detection,car,0.923992
1646267320593,2050,obstacle,[0 car],[338.7500 294.0000 0.7617]
1646267320614,2050,e2e_runtime,338.4516
1646267320739,2100,sensor_send_runtime,49.6204
1646267320941,2100,detection,car,0.923778
1646267320956,2100,obstacle,[0 car],[337.7500 294.5000 0.7612]
1646267320975,2100,e2e_runtime,285.9766
1646267321091,2150,sensor_send_runtime,37.5705
1646267321290,2150,detection,car,0.924436
1646267321302,2150,obstacle,[0 car],[338.7500 293.7500 0.7612]
1646267321321,2150,e2e_runtime,267.6728
1646267321426,2200,sensor_send_runtime,38.8956
1646267321668,2200,detection,car,0.923984
1646267321685,2200,obstacle,[0 car],[338.5000 293.5000 0.7617]
1646267321705,2200,e2e_runtime,317.5726
1646267321833,2250,sensor_send_runtime,43.6800
1646267322040,2250,detection,car,0.923828
1646267322055,2250,obstacle,[0 car],[337.7500 294.2500 0.7612]
1646267322081,2250,e2e_runtime,292.2750
1646267322196,2300,sensor_send_runtime,46.7405
1646267322403,2300,detection,car,0.924099
1646267322419,2300,obstacle,[0 car],[338.2500 294.5000 0.7612]
1646267322441,2300,e2e_runtime,291.9416
1646267322549,2350,sensor_send_runtime,40.2036
1646267322793,2350,detection,car,0.923973
1646267322806,2350,obstacle,[0 car],[338.0000 293.2500 0.7612]
1646267322835,2350,e2e_runtime,326.5927
1646267322939,2400,sensor_send_runtime,40.0612
1646267323138,2400,detection,car,0.924343
1646267323152,2400,obstacle,[0 car],[337.2500 294.2500 0.7612]
1646267323167,2400,e2e_runtime,267.8041
1646267323286,2450,sensor_send_runtime,39.3040
1646267323486,2450,detection,car,0.923726
1646267323498,2450,obstacle,[0 car],[338.7500 293.7500 0.7612]
1646267323521,2450,e2e_runtime,273.8948
1646267323641,2500,sensor_send_runtime,50.9946
1646267323892,2500,detection,car,0.924606
1646267323910,2500,obstacle,[0 car],[337.2500 294.7500 0.7612]
1646267323932,2500,e2e_runtime,342.6576
1646267324041,2550,sensor_send_runtime,36.7091
1646267324248,2550,detection,car,0.924686
1646267324268,2550,obstacle,[0 car],[337.2500 294.7500 0.7612]
1646267324297,2550,e2e_runtime,292.9931
1646267324413,2600,sensor_send_runtime,49.7315
1646267324612,2600,detection,car,0.921634
1646267324629,2600,obstacle,[0 car],[338.0000 294.7500 0.7617]
1646267324649,2600,e2e_runtime,285.2767
1646267324764,2650,sensor_send_runtime,36.6073
1646267325003,2650,detection,car,0.921975
1646267325020,2650,obstacle,[0 car],[337.5000 294.2500 0.7666]
1646267325042,2650,e2e_runtime,315.1207
1646267325152,2700,sensor_send_runtime,40.1027
1646267325357,2700,detection,car,0.919441
1646267325373,2700,obstacle,[0 car],[338.2500 294.0000 0.7720]
1646267325393,2700,e2e_runtime,281.3489
1646267325516,2750,sensor_send_runtime,44.8782
1646267325721,2750,detection,car,0.914698
1646267325733,2750,obstacle,[0 car],[338.0000 293.5000 0.7705]
1646267325753,2750,e2e_runtime,282.3625
1646267325866,2800,sensor_send_runtime,40.7586
1646267326111,2800,detection,car,0.913469
1646267326124,2800,obstacle,[0 car],[337.7500 293.5000 0.7686]
1646267326147,2800,e2e_runtime,322.1653
1646267326260,2850,sensor_send_runtime,48.1212
1646267326466,2850,detection,car,0.914866
1646267326487,2850,obstacle,[0 car],[338.0000 293.7500 0.7671]
1646267326511,2850,e2e_runtime,299.1679
1646267326621,2900,sensor_send_runtime,38.5382
1646267326824,2900,detection,car,0.918377
1646267326838,2900,obstacle,[0 car],[339.2500 294.2500 0.7661]
1646267326854,2900,e2e_runtime,271.2660
1646267326966,2950,sensor_send_runtime,41.7738
1646267327213,2950,detection,car,0.918716
1646267327234,2950,obstacle,[0 car],[338.5000 292.7500 0.7720]
1646267327260,2950,e2e_runtime,336.2279
1646267327378,3000,sensor_send_runtime,38.6534
1646267327582,3000,detection,car,0.917353
1646267327601,3000,obstacle,[0 car],[339.7500 294.7500 0.7646]
1646267327626,3000,e2e_runtime,287.2880
1646267327747,3050,sensor_send_runtime,49.5460
1646267327952,3050,detection,car,0.910280
1646267327965,3050,obstacle,[0 car],[339.0000 294.2500 0.7632]
1646267327985,3050,e2e_runtime,288.1470
1646267328107,3100,sensor_send_runtime,45.6364
1646267328356,3100,detection,car,0.910982
1646267328375,3100,obstacle,[0 car],[339.0000 293.7500 0.7705]
1646267328396,3100,e2e_runtime,334.7759
1646267328504,3150,sensor_send_runtime,39.1951
1646267328709,3150,detection,car,0.906065
1646267328727,3150,obstacle,[0 car],[340.2500 293.5000 0.7661]
1646267328750,3150,e2e_runtime,285.1214
1646267328871,3200,sensor_send_runtime,42.9797
1646267329077,3200,detection,car,0.900201
1646267329093,3200,obstacle,[0 car],[339.2500 294.2500 0.7642]
1646267329110,3200,e2e_runtime,282.2995
1646267329264,3250,sensor_send_runtime,35.0111
1646267329466,3250,detection,car,0.906943
1646267329479,3250,obstacle,[0 car],[339.7500 293.2500 0.7686]
1646267329501,3250,e2e_runtime,272.2654
1646267329611,3300,sensor_send_runtime,37.1075
1646267329810,3300,detection,car,0.909164
1646267329823,3300,obstacle,[0 car],[339.7500 293.0000 0.7715]
1646267329851,3300,e2e_runtime,277.0274
1646267329959,3350,sensor_send_runtime,41.2271
1646267330164,3350,detection,car,0.904593
1646267330178,3350,obstacle,[0 car],[339.7500 294.0000 0.7681]
1646267330209,3350,e2e_runtime,290.5371
1646267330322,3400,sensor_send_runtime,35.2049
1646267330526,3400,detection,car,0.903131
1646267330541,3400,obstacle,[0 car],[340.0000 293.5000 0.7686]
1646267330564,3400,e2e_runtime,276.9823
1646267330687,3450,sensor_send_runtime,49.8226
1646267330885,3450,detection,car,0.899500
1646267330900,3450,obstacle,[0 car],[340.5000 294.0000 0.7661]
1646267330922,3450,e2e_runtime,285.2573
1646267331027,3500,sensor_send_runtime,40.0724
1646267331282,3500,detection,car,0.891961
1646267331296,3500,obstacle,[0 car],[339.2500 293.7500 0.7661]
1646267331316,3500,e2e_runtime,329.1926
1646267331427,3550,sensor_send_runtime,41.9798
1646267331632,3550,detection,car,0.894288
1646267331642,3550,obstacle,[0 car],[339.2500 293.5000 0.7617]
1646267331663,3550,e2e_runtime,278.0862
1646267331771,3600,sensor_send_runtime,43.5677
1646267331966,3600,detection,car,0.891780
1646267331979,3600,obstacle,[0 car],[340.0000 294.0000 0.7598]
1646267332005,3600,e2e_runtime,277.3068
1646267332122,3650,sensor_send_runtime,49.7899
1646267332366,3650,detection,car,0.896273
1646267332380,3650,obstacle,[0 car],[340.2500 294.2500 0.7681]
1646267332401,3650,e2e_runtime,328.5265
1646267332510,3700,sensor_send_runtime,37.6620
1646267332709,3700,detection,car,0.892386
1646267332722,3700,obstacle,[0 car],[339.7500 292.5000 0.7573]
1646267332738,3700,e2e_runtime,265.7940
1646267332845,3750,sensor_send_runtime,39.8400
1646267333053,3750,detection,car,0.910816
1646267333067,3750,obstacle,[0 car],[339.0000 293.0000 0.7686]
1646267333090,3750,e2e_runtime,284.7455
1646267333208,3800,sensor_send_runtime,45.7063
1646267333450,3800,detection,car,0.914556
1646267333470,3800,obstacle,[0 car],[339.7500 294.0000 0.7573]
1646267333489,3800,e2e_runtime,326.7682
1646267333696,3850,sensor_send_runtime,56.6475
1646267333904,3850,detection,car,0.916138
1646267333921,3850,obstacle,[0 car],[339.7500 294.0000 0.7651]
1646267333947,3850,e2e_runtime,307.2178
1646267334065,3900,sensor_send_runtime,37.5178
1646267334268,3900,detection,car,0.916920
1646267334282,3900,obstacle,[0 car],[340.2500 293.7500 0.7544]
1646267334297,3900,e2e_runtime,269.3264
1646267334424,3950,sensor_send_runtime,44.4958
1646267334641,3950,detection,car,0.919272
1646267334663,3950,obstacle,[0 car],[339.0000 293.0000 0.7661]
1646267334682,3950,e2e_runtime,303.0086
1646267334810,4000,sensor_send_runtime,35.2883
1646267335024,4000,detection,car,0.912856
1646267335040,4000,obstacle,[0 car],[341.7500 293.5000 0.7554]
1646267335068,4000,e2e_runtime,292.8483
1646267335200,4050,sensor_send_runtime,40.4379
1646267335410,4050,detection,car,0.925570
1646267335426,4050,obstacle,[0 car],[340.0000 293.2500 0.7695]
1646267335447,4050,e2e_runtime,287.4682
1646267335571,4100,sensor_send_runtime,34.9565
1646267335777,4100,detection,car,0.927363
1646267335798,4100,obstacle,[0 car],[340.2500 293.5000 0.7642]
1646267335820,4100,e2e_runtime,283.9077
1646267335947,4150,sensor_send_runtime,38.7683
1646267336157,4150,detection,car,0.923877
1646267336175,4150,obstacle,[0 car],[340.2500 293.2500 0.7754]
1646267336204,4150,e2e_runtime,295.4936
1646267336317,4200,sensor_send_runtime,38.7542
1646267336560,4200,detection,car,0.927456
1646267336579,4200,obstacle,[0 car],[340.2500 292.0000 0.7690]
1646267336604,4200,e2e_runtime,325.1441
1646267336727,4250,sensor_send_runtime,37.0243
1646267336934,4250,detection,car,0.928889
1646267336949,4250,obstacle,[0 car],[339.5000 293.2500 0.7720]
1646267336976,4250,e2e_runtime,285.6777
1646267337091,4300,sensor_send_runtime,33.1781
1646267337292,4300,detection,car,0.936151
1646267337308,4300,obstacle,[0 car],[340.7500 292.7500 0.7886]
1646267337329,4300,e2e_runtime,271.6208
1646267337445,4350,sensor_send_runtime,41.7042
1646267337688,4350,detection,car,0.935566
1646267337709,4350,obstacle,[0 car],[340.0000 292.7500 0.8003]
1646267337736,4350,e2e_runtime,332.3748
1646267337866,4400,sensor_send_runtime,54.5616
1646267338069,4400,detection,car,0.933882
1646267338080,4400,obstacle,[0 car],[340.5000 293.2500 0.7891]
1646267338109,4400,e2e_runtime,297.6472
1646267338234,4450,sensor_send_runtime,45.8739
1646267338434,4450,detection,car,0.934942
1646267338446,4450,obstacle,[0 car],[340.7500 292.5000 0.8008]
1646267338475,4450,e2e_runtime,286.5117
1646267338580,4500,sensor_send_runtime,40.5085
1646267338824,4500,detection,car,0.938317
1646267338839,4500,obstacle,[0 car],[341.0000 293.7500 0.7944]
1646267338867,4500,e2e_runtime,326.9711
1646267338972,4550,sensor_send_runtime,35.4407
1646267339175,4550,detection,car,0.936616
1646267339191,4550,obstacle,[0 car],[340.2500 293.0000 0.8062]
1646267339211,4550,e2e_runtime,274.4946
1646267339327,4600,sensor_send_runtime,42.4337
1646267339527,4600,detection,car,0.935093
1646267339540,4600,obstacle,[0 car],[340.5000 292.0000 0.8169]
1646267339557,4600,e2e_runtime,272.2278
1646267339670,4650,sensor_send_runtime,38.2538
1646267339915,4650,detection,car,0.935107
1646267339934,4650,obstacle,[0 car],[340.7500 293.7500 0.8223]
1646267339963,4650,e2e_runtime,331.8012
1646267340061,4700,sensor_send_runtime,37.7865
1646267340264,4700,detection,car,0.937962
1646267340280,4700,obstacle,[0 car],[341.2500 293.2500 0.8418]
1646267340303,4700,e2e_runtime,280.5862
1646267340427,4750,sensor_send_runtime,55.6283
1646267340633,4750,detection,car,0.939132
1646267340648,4750,obstacle,[0 car],[341.2500 292.5000 0.8574]
1646267340671,4750,e2e_runtime,299.6588
1646267340795,4800,sensor_send_runtime,52.1212
1646267341048,4800,detection,car,0.928620
1646267341069,4800,obstacle,[0 car],[340.2500 293.7500 0.9316]
1646267341087,4800,e2e_runtime,344.8117
1646267341203,4850,sensor_send_runtime,47.1411
1646267341407,4850,detection,car,0.932316
1646267341420,4850,obstacle,[0 car],[340.2500 292.0000 0.9438]
1646267341447,4850,e2e_runtime,290.9510
1646267341566,4900,sensor_send_runtime,39.6492
1646267341774,4900,detection,car,0.929578
1646267341790,4900,obstacle,[0 car],[340.5000 292.0000 0.9521]
1646267341817,4900,e2e_runtime,291.2691
1646267341934,4950,sensor_send_runtime,41.1417
1646267342182,4950,detection,car,0.924191
1646267342194,4950,obstacle,[0 car],[341.5000 292.7500 0.9536]
1646267342220,4950,e2e_runtime,327.1117
1646267342344,5000,sensor_send_runtime,50.8621
1646267342546,5000,detection,car,0.909960
1646267342563,5000,obstacle,[0 car],[340.5000 292.2500 0.9360]
1646267342588,5000,e2e_runtime,294.0900
1646267342721,5050,sensor_send_runtime,48.1341
1646267342915,5050,detection,car,0.926138
1646267342930,5050,obstacle,[0 car],[340.2500 291.5000 0.9487]
1646267342958,5050,e2e_runtime,284.5485
1646267343075,5100,sensor_send_runtime,46.6225
1646267343325,5100,detection,car,0.931822
1646267343340,5100,obstacle,[0 car],[340.2500 292.0000 0.9321]
1646267343363,5100,e2e_runtime,333.8015
1646267343477,5150,sensor_send_runtime,41.3952
1646267343684,5150,detection,car,0.924478
1646267343698,5150,obstacle,[0 car],[340.2500 291.7500 0.9453]
1646267343727,5150,e2e_runtime,291.2002
1646267343850,5200,sensor_send_runtime,48.5888
1646267344049,5200,detection,car,0.910662
1646267344062,5200,obstacle,[0 car],[341.2500 291.2500 0.9390]
1646267344084,5200,e2e_runtime,282.2595
1646267344189,5250,sensor_send_runtime,37.3027
1646267344436,5250,detection,car,0.904940
1646267344452,5250,obstacle,[0 car],[341.0000 291.5000 0.9526]
1646267344482,5250,e2e_runtime,330.3392
1646267344616,5300,sensor_send_runtime,50.5333
1646267344824,5300,detection,car,0.905392
1646267344840,5300,obstacle,[0 car],[342.7500 291.7500 0.9302]
1646267344869,5300,e2e_runtime,303.0930
1646267344986,5350,sensor_send_runtime,33.1671
1646267345193,5350,detection,car,0.916787
1646267345213,5350,obstacle,[0 car],[341.2500 291.5000 0.9438]
1646267345239,5350,e2e_runtime,286.0112
1646267345374,5400,sensor_send_runtime,52.4883
1646267345604,5400,detection,car,0.918383
1646267345615,5400,obstacle,[0 car],[340.0000 291.7500 0.9253]
1646267345635,5400,e2e_runtime,313.5712
1646267345764,5450,sensor_send_runtime,37.5056
1646267345969,5450,detection,car,0.907937
1646267345982,5450,obstacle,[0 car],[341.0000 290.7500 0.9399]
1646267346005,5450,e2e_runtime,279.0720
1646267346127,5500,sensor_send_runtime,35.9800
1646267346333,5500,detection,car,0.908117
1646267346348,5500,obstacle,[0 car],[341.7500 291.7500 0.9272]
1646267346382,5500,e2e_runtime,291.5802
1646267346523,5550,sensor_send_runtime,38.8405
1646267346723,5550,detection,car,0.909542
1646267346734,5550,obstacle,[0 car],[341.2500 291.0000 0.9390]
1646267346759,5550,e2e_runtime,274.6129
1646267346902,5600,sensor_send_runtime,54.0287
1646267347104,5600,detection,car,0.908376
1646267347122,5600,obstacle,[0 car],[341.2500 290.5000 0.9092]
1646267347146,5600,e2e_runtime,298.1613
1646267347265,5650,sensor_send_runtime,42.1588
1646267347518,5650,detection,car,0.910842
1646267347538,5650,obstacle,[0 car],[341.7500 290.7500 0.9243]
1646267347569,5650,e2e_runtime,345.7294
1646267347688,5700,sensor_send_runtime,36.9768
1646267347900,5700,detection,car,0.899573
1646267347920,5700,obstacle,[0 car],[341.5000 290.5000 0.8892]
1646267347952,5700,e2e_runtime,301.1365
1646267348080,5750,sensor_send_runtime,40.9029
1646267348283,5750,detection,car,0.906806
1646267348292,5750,obstacle,[0 car],[341.7500 289.5000 0.8853]
1646267348310,5750,e2e_runtime,270.8187
1646267348436,5800,sensor_send_runtime,36.3925
1646267348676,5800,detection,car,0.907427
1646267348694,5800,obstacle,[0 car],[341.7500 289.5000 0.8892]
1646267348719,5800,e2e_runtime,318.5949
1646267348848,5850,sensor_send_runtime,43.0603
1646267349052,5850,detection,car,0.915705
1646267349065,5850,obstacle,[0 car],[342.0000 290.5000 0.8892]
1646267349099,5850,e2e_runtime,294.2798
1646267349232,5900,sensor_send_runtime,45.9373
1646267349432,5900,detection,car,0.920138
1646267349447,5900,obstacle,[0 car],[340.7500 289.2500 0.8813]
1646267349470,5900,e2e_runtime,283.5069
1646267349590,5950,sensor_send_runtime,43.6888
1646267349831,5950,detection,car,0.922396
1646267349844,5950,obstacle,[0 car],[341.0000 290.5000 0.8652]
1646267349866,5950,e2e_runtime,319.5796
1646267349994,6000,sensor_send_runtime,45.4955
1646267350204,6000,detection,car,0.923303
1646267350222,6000,obstacle,[0 car],[340.5000 289.2500 0.8467]
1646267350251,6000,e2e_runtime,302.2618
1646267350372,6050,sensor_send_runtime,37.9956
1646267350583,6050,detection,car,0.923382
1646267350594,6050,obstacle,[0 car],[341.0000 288.5000 0.8628]
1646267350624,6050,e2e_runtime,289.4256
1646267350753,6100,sensor_send_runtime,34.4505
1646267351000,6100,detection,car,0.920464
1646267351015,6100,obstacle,[0 car],[341.0000 289.7500 0.8618]
1646267351038,6100,e2e_runtime,318.9793
1646267351162,6150,sensor_send_runtime,38.1944
1646267351365,6150,detection,car,0.916921
1646267351379,6150,obstacle,[0 car],[340.7500 289.0000 0.8623]
1646267351400,6150,e2e_runtime,276.1981
1646267351533,6200,sensor_send_runtime,49.3205
1646267351731,6200,detection,car,0.913637
1646267351741,6200,obstacle,[0 car],[341.0000 289.7500 0.8794]
1646267351768,6200,e2e_runtime,284.2891
1646267351918,6250,sensor_send_runtime,35.1408
1646267352129,6250,detection,car,0.910885
1646267352150,6250,obstacle,[0 car],[340.7500 288.5000 0.8799]
1646267352168,6250,e2e_runtime,285.1040
1646267352304,6300,sensor_send_runtime,36.6514
1646267352511,6300,detection,car,0.905881
1646267352524,6300,obstacle,[0 car],[341.2500 290.2500 0.9126]
1646267352551,6300,e2e_runtime,282.9261
1646267352681,6350,sensor_send_runtime,37.1673
1646267352926,6350,detection,car,0.906124
1646267352942,6350,obstacle,[0 car],[340.0000 288.2500 0.9292]
1646267352969,6350,e2e_runtime,324.5296
1646267353082,6400,sensor_send_runtime,36.0687
1646267353282,6400,detection,car,0.905727
1646267353295,6400,obstacle,[0 car],[340.5000 289.2500 0.9292]
1646267353310,6400,e2e_runtime,263.5174
1646267353445,6450,sensor_send_runtime,46.6456
1646267353643,6450,detection,car,0.906501
1646267353659,6450,obstacle,[0 car],[341.2500 288.5000 0.9287]
1646267353692,6450,e2e_runtime,293.2003
1646267353819,6500,sensor_send_runtime,39.9652
1646267354061,6500,detection,car,0.908086
1646267354078,6500,obstacle,[0 car],[341.2500 288.5000 0.9111]
1646267354110,6500,e2e_runtime,331.1391
1646267354244,6550,sensor_send_runtime,37.4017
1646267354452,6550,detection,car,0.909804
1646267354465,6550,obstacle,[0 car],[341.0000 289.2500 0.9268]
1646267354486,6550,e2e_runtime,278.9199
1646267354617,6600,sensor_send_runtime,39.9640
1646267354821,6600,detection,car,0.908476
1646267354833,6600,obstacle,[0 car],[341.0000 289.2500 0.9053]
1646267354866,6600,e2e_runtime,288.0394
1646267355003,6650,sensor_send_runtime,44.1229
1646267355244,6650,detection,car,0.911131
1646267355255,6650,obstacle,[0 car],[341.5000 288.5000 0.9053]
1646267355277,6650,e2e_runtime,318.0296
1646267355425,6700,sensor_send_runtime,43.9994
1646267355624,6700,detection,car,0.912140
1646267355644,6700,obstacle,[0 car],[341.0000 288.7500 0.9048]
1646267355671,6700,e2e_runtime,290.2658
1646267355794,6750,sensor_send_runtime,32.7482
1646267356001,6750,detection,car,0.910899
1646267356018,6750,obstacle,[0 car],[340.2500 289.2500 0.8887]
1646267356046,6750,e2e_runtime,285.3954
1646267356189,6800,sensor_send_runtime,38.2740
1646267356396,6800,detection,car,0.912027
1646267356409,6800,obstacle,[0 car],[340.7500 289.5000 0.8867]
1646267356431,6800,e2e_runtime,280.8037
1646267356551,6850,sensor_send_runtime,47.6165
1646267356754,6850,detection,car,0.912820
1646267356764,6850,obstacle,[0 car],[340.5000 288.7500 0.8862]
1646267356791,6850,e2e_runtime,287.2260
1646267356915,6900,sensor_send_runtime,43.1399
1646267357163,6900,detection,car,0.912692
1646267357175,6900,obstacle,[0 car],[340.7500 288.2500 0.8901]
1646267357195,6900,e2e_runtime,323.4668
1646267357303,6950,sensor_send_runtime,35.9800
1646267357512,6950,detection,car,0.911356
1646267357528,6950,obstacle,[0 car],[340.5000 290.2500 0.8906]
1646267357546,6950,e2e_runtime,278.9237
1646267357658,7000,sensor_send_runtime,35.8469
